CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
CM,27-04-2020,16591.5254,12680.1338,616.2329,2595.7583,5578.6689
CM,28-04-2020,16695.8438,12952.9326,625.1171,2647.2036,5679.6377
CL,22-04-2020,16784.5527,7424.8442,458.7038,1535.8619,6089.2642
CL,23-04-2020,17042.3555,7526.3506,475.9933,1554.3546,6249.3325
CL,24-04-2020,17357.1152,7626.1089,488.6969,1569.8073,6415.3896
CL,25-04-2020,17683.1406,7722.2563,498.6403,1583.1669,6583.2964
CL,26-04-2020,18006.0039,7814.021,506.9102,1594.9111,6748.7729
CL,27-04-2020,18317.1816,7901.0815,514.1166,1605.3624,6909.1807
CL,28-04-2020,18612.0352,7983.3438,520.5963,1614.7476,7062.8452
CT,22-04-2020,44067.9766,23502.832,2341.9824,4649.1733,16242.1143
CT,23-04-2020,44765.8555,23832.6816,2356.6045,4769.1152,16650.0117
CT,24-04-2020,45412.0703,24137.918,2359.9182,4897.5361,17070.873
CT,25-04-2020,46009.7148,24422.6934,2356.4392,5027.5244,17473.916
CT,26-04-2020,46561.582,24688.8672,2348.4897,5154.6626,17849.1348
CT,27-04-2020,47070.207,24937.8691,2337.5359,5276.2119,18192.3809
CT,28-04-2020,47538.0312,25170.7988,2324.5376,5390.6279,18502.7578
CE,22-04-2020,91.8403,8.3966,3.8592,3.9227,107.6947
CE,23-04-2020,91.2719,8.3415,3.8452,3.8966,111.3204
CE,24-04-2020,90.1324,8.263,3.8255,3.8715,114.1486
CE,25-04-2020,88.7165,8.1715,3.803,3.8474,116.1558
CE,26-04-2020,87.1446,8.0745,3.7795,3.8243,117.5374
CE,27-04-2020,85.4902,7.9763,3.7558,3.8024,118.4874
CE,28-04-2020,83.7994,7.8796,3.7325,3.7817,119.1485
VC,22-04-2020,10211.459,5015.0039,647.593,1153.9742,6152.1753
VC,23-04-2020,10270.6689,5073.7095,651.0308,1172.1221,6436.939
VC,24-04-2020,10344.0762,5131.4214,653.7222,1190.4226,6728.4839
VC,25-04-2020,10424.7422,5187.4111,655.8783,1208.1465,7003.688
VC,26-04-2020,10507.5283,5241.4663,657.643,1225.1127,7251.3076
VC,27-04-2020,10589.7168,5293.4683,659.116,1241.2184,7466.936
VC,28-04-2020,10669.8623,5343.3623,660.3679,1256.4171,7650.3296
EX,22-04-2020,2792.136,1478.442,106.1437,416.097,1064.7489
EX,23-04-2020,2793.5151,1505.3699,105.5831,422.7521,1127.7365
EX,24-04-2020,2799.7095,1535.7622,104.9927,429.2609,1189.0409
EX,25-04-2020,2808.0667,1566.5516,104.3867,435.5273,1246.9336
EX,26-04-2020,2817.2297,1596.646,103.7752,441.511,1300.5494
EX,27-04-2020,2826.4976,1625.4077,103.1662,447.189,1349.2831
EX,28-04-2020,2835.5166,1652.4923,102.5657,452.5527,1392.8479
GA,22-04-2020,8767.4062,2503.5525,95.2992,386.7794,1843.4116
GA,23-04-2020,8869.3281,2506.3291,92.2006,394.3881,1893.9049
GA,24-04-2020,8973.5498,2499.2715,89.3824,402.1912,1947.0946
GA,25-04-2020,9077.2656,2485.4873,86.8426,409.8524,2000.1332
GA,26-04-2020,9178.8936,2467.3755,84.5701,417.2071,2051.2383
GA,27-04-2020,9277.5723,2446.4844,82.5559,424.1696,2099.4116
GA,28-04-2020,9372.8506,2423.8481,80.7916,430.6986,2144.1118
MD,22-04-2020,59952.9727,7877.1606,1037.4849,7769.2212,31092.2715
MD,23-04-2020,60409.4961,7692.9502,1019.2972,7874.9292,31386.8125
MD,24-04-2020,60834.5078,7581.8369,1003.9998,7981.1841,31499.5645
MD,25-04-2020,61231.7617,7526.6108,991.2627,8085.9053,31492.9941
MD,26-04-2020,61603.5938,7515.8862,980.79059,8187.6191,31404.2949
MD,27-04-2020,61951.875,7541.9668,972.36499,8285.5322,31257.9473
MD,28-04-2020,62278.1797,7599.2227,965.81018,8379.2119,31070.832
ML,22-04-2020,104.219,44.1154,2.7955,1.9639,58.046
ML,23-04-2020,104.2066,44.118,2.7796,1.957,61.0112
ML,24-04-2020,104.1266,44.1161,2.7514,1.9498,63.5321
ML,25-04-2020,104.0041,44.1099,2.7169,1.9424,65.5275
ML,26-04-2020,103.8537,44.0997,2.6793,1.935,67.0602
ML,27-04-2020,103.6854,44.0861,2.6403,1.9277,68.218
ML,28-04-2020,103.5062,44.0697,2.6011,1.9207,69.0873
MC,22-04-2020,1435.4783,599.0018,97.9561,127.2055,862.99841
MC,23-04-2020,1437.5327,600.8901,97.9832,128.6612,898.26532
MC,24-04-2020,1437.8175,601.1819,97.6611,130.2457,932.24512
MC,25-04-2020,1437.1799,600.5641,97.1438,131.8315,962.8703
MC,26-04-2020,1435.9697,599.4388,96.5166,133.3746,989.61285
MC,27-04-2020,1434.4047,598.0357,95.8314,134.8519,1012.4982
MC,28-04-2020,1432.6222,596.4894,95.1206,136.2518,1031.8364
NC,22-04-2020,4452.8892,1832.1379,122.989,481.5826,1358.6074
NC,23-04-2020,4468.25,1842.7252,122.8479,502.8005,1430.851
NC,24-04-2020,4475.3975,1848.0559,122.4944,524.1286,1499.6902
NC,25-04-2020,4476.9746,1850.5398,121.9982,544.2528,1563.9119
NC,26-04-2020,4474.5239,1851.1287,121.4205,562.3878,1622.6752
NC,27-04-2020,4469.0889,1850.4409,120.8038,578.1974,1675.5491
NC,28-04-2020,4461.3896,1848.8724,120.176,591.6597,1722.4476
PV,22-04-2020,11996.0801,6026.6831,474.6347,1199.5731,7499.4282
PV,23-04-2020,12084.1738,6050.7573,475.3381,1228.046,7745.9746
PV,24-04-2020,12159.6602,6063.1069,473.4283,1256.0991,7967.0488
PV,25-04-2020,12226.5615,6068.5425,470.2839,1283.4415,8166.8145
PV,26-04-2020,12286.8076,6069.7524,466.4137,1309.5885,8349.6768
PV,27-04-2020,12341.6934,6068.4121,462.1454,1334.2556,8518.6299
PV,28-04-2020,12392.1094,6065.5615,457.6863,1357.2997,8675.7168
RI,22-04-2020,3544.9585,1368.7274,78.4187,313.8089,1935.546
RI,23-04-2020,3549.1587,1385.2196,78.9216,320.2833,1967.1141
RI,24-04-2020,3541.6858,1402.558,79.2255,326.8763,1996.1583
RI,25-04-2020,3528.6233,1419.912,79.417,333.301,2023.0271
RI,26-04-2020,3512.1536,1436.8584,79.5324,339.4685,2047.9771
RI,27-04-2020,3493.7314,1453.1605,79.5958,345.3314,2071.1995
RI,28-04-2020,3474.3042,1468.6882,79.6235,350.8661,2092.8425
