CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
GA,06-05-2020,9712.0684,2745.2776,154.5495,577.6687,5533.1987
MD,30-04-2020,58524.4922,24573.8867,2428.4646,8073.0522,37454.9375
MD,01-05-2020,58330.0156,25650.2891,2521.2056,8115.2422,37804.1016
MD,02-05-2020,57879.7461,25986.5156,2571.5867,8147.27,38155.1719
MD,03-05-2020,57284.668,25910.0059,2592.9351,8172.313,38499.9141
MD,04-05-2020,56607.918,25641.2402,2597.0327,8192.248,38835.0586
MD,05-05-2020,55888.5195,25297.9004,2591.1235,8208.418,39158.6211
MD,06-05-2020,55151.5352,24941.7871,2579.5901,8221.8096,39469.5508
ML,30-04-2020,114.1608,44.9252,2.9077,1.9831,114.9598
ML,01-05-2020,114.9468,44.9577,2.8997,1.9817,120.5568
ML,02-05-2020,115.681,45.0498,2.8873,1.9796,125.4684
ML,03-05-2020,116.3742,45.1716,2.8729,1.9772,129.7225
ML,04-05-2020,117.0316,45.3101,2.8573,1.9746,133.3124
ML,05-05-2020,117.6564,45.4572,2.8413,1.9721,136.2879
ML,06-05-2020,118.2505,45.608,2.8253,1.9696,138.7256
MC,30-04-2020,1414.9324,639.6025,104.8363,133.7378,1224.998
MC,01-05-2020,1410.9236,641.0951,104.9121,134.5708,1273.4973
MC,02-05-2020,1402.7727,642.626,104.8881,135.5129,1317.2803
MC,03-05-2020,1392.2732,644.1431,104.79,136.4891,1357.0414
MC,04-05-2020,1380.4707,645.625,104.6506,137.4687,1392.7588
MC,05-05-2020,1367.996,647.059,104.4893,138.4328,1424.5552
MC,06-05-2020,1355.2356,648.438,104.3179,139.3708,1452.6493
NC,30-04-2020,4807.6675,1895.7437,126.4485,487.5348,2137.1252
NC,01-05-2020,4831.5234,1894.4434,126.5608,493.059,2214.0337
NC,02-05-2020,4853.0024,1889.4579,126.3944,500.0578,2279.2134
NC,03-05-2020,4872.54,1882.2361,126.1074,507.5413,2336.0376
NC,04-05-2020,4890.5835,1873.7854,125.7544,515.1108,2386.0903
NC,05-05-2020,4907.4136,1864.7375,125.3683,522.5397,2430.4214
NC,06-05-2020,4923.2207,1855.4917,124.9683,529.7045,2469.7979
PV,30-04-2020,12899.8867,6232.416,538.0587,1360.3468,11557.7861
PV,01-05-2020,12954.3428,6225.2798,540.363,1380.5952,11996.0049
PV,02-05-2020,13014.3818,6204.8188,542.0412,1402.5026,12436.6348
PV,03-05-2020,13075.0352,6176.0767,543.2852,1425.0254,12869.3398
PV,04-05-2020,13133.9736,6142.9478,544.2302,1447.6163,13288.209
PV,05-05-2020,13190.1787,6107.7783,544.9648,1469.9313,13688.5
PV,06-05-2020,13243.2422,6071.9961,545.5479,1491.7511,14066.5527
RI,30-04-2020,3937.7739,1369.8744,81.1692,321.5611,2186.5444
RI,01-05-2020,3953.1514,1372.9967,81.0304,323.7764,2209.6731
RI,02-05-2020,3967.0994,1373.8021,80.543,324.8679,2233.6289
RI,03-05-2020,3979.8716,1373.3706,79.8735,325.3015,2257.5127
RI,04-05-2020,3991.6494,1372.1748,79.1051,325.3121,2280.8513
RI,05-05-2020,4002.5596,1370.5354,78.2889,325.0419,2303.3779
RI,06-05-2020,4012.6956,1368.6525,77.4565,324.5807,2324.9417
