CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
GA,02-05-2020,9351.8994,2638.825,72.8036,447.6891,1890.4292
GA,03-05-2020,9381.5439,2631.4131,72.1022,453.4424,1903.2908
MD,27-04-2020,59264.0859,10424.3369,1189.2249,8038.5815,36958.25
MD,28-04-2020,59255.7969,12259.6943,1333.422,8107.1426,37404.3789
MD,29-04-2020,59173.5703,13333.9023,1411.3046,8170.7056,37860.0352
MD,30-04-2020,59020.832,13892.6211,1453.7142,8230.1084,38305.918
MD,01-05-2020,58828.5156,14135.9922,1476.8192,8285.9648,38734.2539
MD,02-05-2020,58615.375,14187.0234,1488.8981,8338.6982,39140.7539
MD,03-05-2020,58393.1172,14121.4932,1494.3091,8388.6152,39523.207
ML,27-04-2020,107.0531,42.4666,2.9243,1.9629,103.3983
ML,28-04-2020,107.3361,42.3522,2.9199,1.9622,109.5264
ML,29-04-2020,107.4528,42.1566,2.911,1.9593,114.791
ML,30-04-2020,107.4721,41.909,2.8993,1.9552,119.0495
ML,01-05-2020,107.4314,41.6313,2.8861,1.9502,122.3741
ML,02-05-2020,107.3535,41.3387,2.872,1.9449,124.9174
ML,03-05-2020,107.2525,41.0417,2.8575,1.9393,126.8456
MC,27-04-2020,1450.6412,582.1705,101.4565,125.1335,1011.2771
MC,28-04-2020,1451.0392,578.8779,101.3751,125.6311,1048.9026
MC,29-04-2020,1450.2266,573.2589,101.0591,125.9657,1084.2297
MC,30-04-2020,1448.5518,566.4354,100.6251,126.1853,1117.0938
MC,01-05-2020,1446.3491,558.9454,100.1315,126.3264,1147.2509
MC,02-05-2020,1443.8318,551.1356,99.61295,126.4136,1174.624
MC,03-05-2020,1441.139,543.2342,99.09009,126.4635,1199.2532
NC,27-04-2020,4714.8921,1884.1893,127.2153,471.2482,2434.9644
NC,28-04-2020,4738.4038,1887.224,127.4191,480.1004,2579.0481
NC,29-04-2020,4759.0996,1885.6165,127.4327,488.7672,2714.2461
NC,30-04-2020,4777.8589,1881.8506,127.3394,497.0634,2831.0273
NC,01-05-2020,4795.0566,1876.8663,127.1767,504.8742,2927.1804
NC,02-05-2020,4810.9463,1871.2275,126.9701,512.1462,3003.6558
NC,03-05-2020,4825.7017,1865.2775,126.7361,518.8625,3063.1846
PV,27-04-2020,11877.9521,6460.4961,538.3632,1211.8888,10012.6689
PV,28-04-2020,11871.2393,6496.7319,542.4904,1225.1975,10344.0674
PV,29-04-2020,11847.1182,6529.1763,546.3806,1234.2719,10649.7578
PV,30-04-2020,11808.748,6558.8936,550.0795,1240.7729,10931.3066
PV,01-05-2020,11761.9297,6586.4126,553.6135,1245.4138,11189.0459
PV,02-05-2020,11710.3955,6612.0903,556.9982,1248.691,11423.4062
PV,03-05-2020,11656.5752,6636.1758,560.2436,1250.9556,11635.1816
RI,27-04-2020,3678.0317,1371.1053,81.117,318.5645,2124.6331
RI,28-04-2020,3682.2659,1380.6301,81.3823,321.5139,2150.9875
RI,29-04-2020,3674.0088,1387.651,81.4375,324.0554,2177.9358
RI,30-04-2020,3658.3657,1393.1304,81.3751,326.2944,2204.8223
RI,01-05-2020,3638.5698,1397.502,81.241,328.291,2231.2488
RI,02-05-2020,3616.595,1401.0623,81.0633,330.0885,2256.9495
RI,03-05-2020,3593.6685,1404.0095,80.8598,331.7185,2281.7629
