CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
PV,28-04-2020,12827.9092,6621.2896,502.4879,1349.9358,9500.1719
PV,29-04-2020,12922.0801,6670.6377,501.5324,1373.1013,9696.8027
PV,30-04-2020,13013.2627,6718.9272,500.3609,1394.9873,9876.0244
RI,24-04-2020,3768.0801,1358.8545,82.2426,334.2798,2130.9646
RI,25-04-2020,3785.7852,1370.7692,82.8672,340.946,2166.5591
RI,26-04-2020,3800.9844,1382.1448,83.4312,348.2078,2205.9707
RI,27-04-2020,3814.1987,1392.9301,83.9514,355.3862,2245.4502
RI,28-04-2020,3825.8728,1403.1233,84.4395,362.3127,2283.9712
RI,29-04-2020,3836.3071,1412.7383,84.9025,368.8945,2320.853
RI,30-04-2020,3845.7158,1421.7969,85.3445,375.0768,2355.7329
