CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
CN,21-04-2020,2022.0017,823.6158,150.4553,102.5337,1167.0853
CN,22-04-2020,2023.6595,826.5189,149.782,101.9436,1191.3784
CN,23-04-2020,2024.2819,829.0078,148.9565,101.2042,1209.2322
CN,24-04-2020,2024.1362,831.1608,148.0308,100.3709,1222.3235
CB,18-04-2020,1975.4707,934.00977,79.2638,160.4799,709.0679
CB,19-04-2020,2004.4402,950.22449,79.6296,166.5971,753.9913
CB,20-04-2020,2032.3247,965.70978,79.9939,172.8392,790.3167
CB,21-04-2020,2059.3145,980.46515,80.348,178.9273,817.7711
CB,22-04-2020,2085.324,994.52759,80.6857,184.7318,837.6204
CB,23-04-2020,2110.3215,1007.9249,81.0045,190.1676,851.6871
CB,24-04-2020,2134.2969,1020.6792,81.304,195.1842,861.6254
CM,18-04-2020,17200.6094,10735.665,497.2798,2466.5439,4779.8481
CM,19-04-2020,17603.3906,11596.5898,514.0759,2544.1694,5042.1665
CM,20-04-2020,18009.6484,12362.46,528.2723,2632.8811,5284.3887
CM,21-04-2020,18408.0156,13001.2949,540.5216,2722.481,5495.1543
CM,22-04-2020,18791.1562,13507.3984,551.3885,2806.5012,5670.6201
CM,23-04-2020,19154.6445,13895.0029,561.2346,2881.8845,5812.6333
CM,24-04-2020,19496.0156,14186.1084,570.2892,2947.7756,5925.5811
CL,18-04-2020,15792.5996,6340.9819,319.176,1521.215,6431.2065
CL,19-04-2020,16222.7021,6407.8545,325.5439,1551.733,6668.1987
CL,20-04-2020,16631.0938,6440.9326,328.5281,1584.4691,6930.7012
CL,21-04-2020,17015.6367,6457.6074,329.4409,1616.9803,7187.0405
CL,22-04-2020,17375.248,6463.1064,329.0958,1648.4711,7425.2178
CL,23-04-2020,17709.6621,6461.186,327.9969,1678.5227,7638.9282
CL,24-04-2020,18019.1973,6454.2764,326.4485,1706.9163,7826.2773
CT,18-04-2020,40348.4336,22530.0039,2188.4729,3920.0947,16567.25
CT,19-04-2020,41071.8828,23054.584,2208.7441,4017.4814,17392.1797
CT,20-04-2020,41762.8945,23588.6992,2218.5178,4105.7524,18218.6738
CT,21-04-2020,42420.2891,24124.6426,2222.3135,4186.4033,19001.5352
CT,22-04-2020,43042.1016,24657.2344,2222.2419,4259.8135,19703.2461
CT,23-04-2020,43627.8633,25182.7969,2219.6646,4326.4058,20310.291
CT,24-04-2020,44177.9062,25698.5469,2215.4385,4386.6255,20823.043
CE,18-04-2020,94.9821,8.8837,3.9062,4.6028,73.3484
CE,19-04-2020,94.6518,8.8185,3.8826,4.6113,78.0008
CE,20-04-2020,94.012,8.7556,3.8569,4.6335,80.9461
CE,21-04-2020,93.1912,8.6946,3.8294,4.6666,82.7111
CE,22-04-2020,92.2395,8.6352,3.8012,4.7044,83.7645
CE,23-04-2020,91.1913,8.5773,3.7728,4.7438,84.4058
CE,24-04-2020,90.0706,8.521,3.7445,4.7829,84.8092
VC,18-04-2020,9899.83691,4580.1235,579.6875,1027.167,5141.8218
VC,19-04-2020,10013.6006,4641.8296,584.2078,1050.7576,5436.4233
VC,20-04-2020,10125.3711,4691.189,584.1124,1071.4683,5717.23
VC,21-04-2020,10232.4385,4731.2798,581.686,1090.5503,5965.6543
VC,22-04-2020,10334.4473,4765.3545,577.8925,1108.3668,6178.9561
VC,23-04-2020,10431.2305,4795.2188,573.2797,1125.1708,6358.2148
VC,24-04-2020,10522.7998,4821.9302,568.176,1141.1285,6506.7061
EX,18-04-2020,2659.6399,1585.9609,118.5193,368.7027,882.23981
EX,19-04-2020,2667.6472,1635.9424,119.7815,375.3461,919.72095
EX,20-04-2020,2669.9202,1688.2875,121.328,380.3218,955.68591
EX,21-04-2020,2668.0432,1738.3821,122.9585,384.3084,986.95532
EX,22-04-2020,2663.0793,1784.1016,124.6084,387.5665,1013.3138
EX,23-04-2020,2655.7847,1824.4331,126.2373,390.271,1035.0427
EX,24-04-2020,2646.7122,1859.2474,127.8222,392.5391,1052.722
GA,18-04-2020,8439.626,2653.7493,115.5022,368.3615,1791.8909
GA,19-04-2020,8562.8193,2691.7686,112.049,378.3937,1849.6809
GA,20-04-2020,8694.2295,2731.0459,109.1283,389.0276,1908.9672
GA,21-04-2020,8826.6562,2770.4453,106.5981,399.6129,1964.2866
GA,22-04-2020,8957.2773,2809.3801,104.3808,409.7614,2014.0623
GA,23-04-2020,9084.5645,2847.4727,102.4294,419.2633,2057.8235
GA,24-04-2020,9207.6279,2884.4841,100.7139,428.0121,2095.7339
MD,18-04-2020,58603.0078,9032.2314,1165.2427,8604.30371,31817.6758
MD,19-04-2020,59255.3945,8682.3711,1136.6941,8819.77051,32702.9746
MD,20-04-2020,59906.8125,8394,1113.9507,9088.52734,33576.3945
MD,21-04-2020,60544.3594,8155.9341,1095.0898,9384.6709,34423.7812
MD,22-04-2020,61160.7344,7959.5117,1079.2888,9686.23633,35236.793
MD,23-04-2020,61752.0352,7799.0415,1066.0122,9979.68945,36009.9375
MD,24-04-2020,62316.3047,7670.6221,1054.8999,10257.0283,36739.7344
ML,18-04-2020,100.2749,45.5687,2.8199,1.9722,33.9505
ML,19-04-2020,99.92284,45.7828,2.8026,1.9629,35.9472
ML,20-04-2020,99.29588,46.06,2.7779,1.9537,37.8475
ML,21-04-2020,98.48598,46.3743,2.7492,1.9447,39.5678
ML,22-04-2020,97.5507,46.7047,2.7189,1.936,41.0741
ML,23-04-2020,96.53115,47.0391,2.6884,1.9277,42.358
ML,24-04-2020,95.45776,47.3707,2.6585,1.9197,43.43
MC,18-04-2020,1398.8865,586.052,97.1995,123.6947,733.2071
MC,19-04-2020,1399.9282,591.16,97.7477,125.8645,776.4173
MC,20-04-2020,1399.0643,594.7662,98.0792,128.354,813.5989
MC,21-04-2020,1396.9968,597.4766,98.2445,130.8921,844.4568
MC,22-04-2020,1394.1896,599.6256,98.3009,133.3821,869.1796
MC,23-04-2020,1390.936,601.3935,98.2865,135.7739,888.55
MC,24-04-2020,1387.4294,602.8867,98.2256,138.0435,903.5424
NC,18-04-2020,4648.5908,1760.6307,125.5612,326.6142,1028.9349
NC,19-04-2020,4716.687,1770.7004,125.3934,340.9023,1087.6509
NC,20-04-2020,4791.4331,1776.4075,125.2815,353.2412,1144.6656
NC,21-04-2020,4867.1895,1779.3794,125.1961,364.5476,1198.8837
NC,22-04-2020,4941.6748,1780.4268,125.1237,374.9149,1249.2919
NC,23-04-2020,5013.6431,1780.0646,125.0575,384.4045,1295.2108
NC,24-04-2020,5082.397,1778.6519,124.9939,393.0538,1336.2874
PV,18-04-2020,11342.2725,5691.9399,462.1241,1105.2898,6585.8379
PV,19-04-2020,11451.165,5712.978,462.8259,1143.2159,6782.6362
PV,20-04-2020,11538.0518,5711.5493,461.7683,1181.8704,6969.9165
PV,21-04-2020,11607.0889,5697.3936,459.7778,1219.3685,7145.5815
PV,22-04-2020,11663.5244,5674.9136,457.2155,1255.15,7308.9731
PV,23-04-2020,11710.7158,5647.0181,454.3163,1288.814,7459.7949
PV,24-04-2020,11750.9268,5615.6187,451.2345,1320.1273,7598.1299
RI,18-04-2020,3820.8396,1215.9557,76.1531,266.7209,1891.7084
RI,19-04-2020,3860.446,1228.3307,76.5428,273.0915,1954.3792
RI,20-04-2020,3908.7014,1237.2614,76.8242,278.339,2017.3
RI,21-04-2020,3958.4285,1243.6484,77.0368,282.9058,2078.5613
RI,22-04-2020,4007.6379,1248.1764,77.2014,286.9566,2137.4338
RI,23-04-2020,4055.2263,1251.334,77.3307,290.6042,2193.4111
RI,24-04-2020,4100.6113,1253.4635,77.4333,293.9261,2246.1709
