CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
NC,18-04-2020,4684.3911,1756.6387,117.6308,288.0018,1016.1801
NC,19-04-2020,4768.9829,1763.8337,116.5914,294.2889,1067.3287
NC,20-04-2020,4850.186,1769.3877,115.5245,300.4351,1115.5295
NC,21-04-2020,4927.48,1773.6896,114.4634,306.3508,1160.2108
NC,22-04-2020,5000.5928,1777.0145,113.4275,311.9854,1200.9982
PV,16-04-2020,11100.7783,5879.1963,498.354,1018.7659,5627.0503
PV,17-04-2020,11224.1357,5940.6577,503.2929,1053.2371,5744.4976
PV,18-04-2020,11319.8252,5997.1211,508.7859,1087.4023,5840.2568
PV,19-04-2020,11398.5635,6049.5449,514.5013,1120.2751,5922.6509
PV,20-04-2020,11464.042,6098.4927,520.2328,1151.2244,5994.3462
PV,21-04-2020,11519.0234,6144.4009,525.8678,1179.9075,6057.3413
PV,22-04-2020,11565.5186,6187.6079,531.3432,1206.1699,6113.1011
RI,16-04-2020,3511.3,1293.6,77.9028,292.5239,1808.2745
RI,17-04-2020,3556.3613,1319.6927,78.5461,302.0401,1872.7745
RI,18-04-2020,3593.6929,1347.1425,79.289,311.5654,1936.0645
RI,19-04-2020,3625.9849,1374.4384,80.0721,320.2888,1996.1223
RI,20-04-2020,3654.6809,1401.04,80.868,328.0756,2051.7793
RI,21-04-2020,3680.731,1426.5925,81.6617,334.885,2102.5403
RI,22-04-2020,3704.7756,1450.8929,82.4448,340.7563,2148.2883
