CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
EX,05-05-2020,2487.1819,1612.4708,98.50548,425.8864,2399.6357
GA,29-04-2020,8353.8545,2637.8542,101.809,414.6595,2638.54
GA,30-04-2020,8306.5537,2636.2803,114.8913,422.1523,2929.8389
GA,01-05-2020,8223.248,2626.3772,123.0379,426.6266,3158.8569
GA,02-05-2020,8119.5713,2611.3779,127.5795,429.2553,3351.135
GA,03-05-2020,8004.2603,2593.4055,130.0238,430.742,3516.3298
GA,04-05-2020,7882.9253,2573.7339,131.1941,431.5217,3659.0544
GA,05-05-2020,7759.1875,2553.1519,131.5533,431.854,3782.02
MD,29-04-2020,60627.2891,21084.9922,2027.2134,7709.0225,35058.2812
MD,30-04-2020,60663.8828,22448.3828,2128.8513,7727.6978,35218.1406
MD,01-05-2020,60594.0508,23059.416,2196.0996,7720.0894,35318.6797
MD,02-05-2020,60466.4609,23072.4082,2228.9321,7699.0259,35369.082
MD,03-05-2020,60303.2539,22759.8828,2242.1719,7669.9268,35387.543
MD,04-05-2020,60118.8047,22283.4355,2244.1746,7636.252,35385.7266
MD,05-05-2020,59922.6172,21737.9062,2239.7966,7600.1992,35371.125
ML,29-04-2020,108.1548,42.509,2.8476,1.8977,129.8597
ML,30-04-2020,108.374,42.3835,2.8412,1.8917,136.5667
ML,01-05-2020,108.4175,42.2015,2.8245,1.8809,141.7069
ML,02-05-2020,108.2924,41.9925,2.8023,1.8675,145.632
ML,03-05-2020,108.0705,41.7722,2.7774,1.853,148.5533
ML,04-05-2020,107.7943,41.5496,2.7513,1.8381,150.6937
ML,05-05-2020,107.4901,41.3301,2.725,1.8234,152.2563
MC,29-04-2020,1450.1987,604.6986,100.4535,127.2428,1199.0149
MC,30-04-2020,1448.9757,603.7935,100.0756,127.6586,1253.4105
MC,01-05-2020,1446.1686,600.897,99.43759,127.869,1305.3073
MC,02-05-2020,1442.1588,596.85,98.6458,127.9331,1353.7589
MC,03-05-2020,1437.3899,592.0958,97.77095,127.9025,1398.1919
MC,04-05-2020,1432.1519,586.9146,96.85795,127.8112,1438.3387
MC,05-05-2020,1426.6403,581.4861,95.93488,127.6816,1474.1754
NC,29-04-2020,4857.2222,1990.5781,123.4772,494.1875,2343.5642
NC,30-04-2020,4887.1235,1997.5826,123.0374,502.4032,2448.5276
NC,01-05-2020,4917.2671,2005.7703,122.1906,512.1321,2547.5723
NC,02-05-2020,4947.3638,2014.5062,121.092,522.0732,2636.0181
NC,03-05-2020,4976.9868,2023.3203,119.86,531.8524,2713.0698
NC,04-05-2020,5005.8608,2031.9758,118.5655,541.2499,2779.0063
NC,05-05-2020,5033.8115,2040.3563,117.2513,550.145,2834.7183
PV,29-04-2020,12444.7119,6392.4756,542.8926,1242.5784,10037.9434
PV,30-04-2020,12494.5469,6419.0278,546.1081,1252.2872,10323.3418
PV,01-05-2020,12525.667,6433.6357,549.0379,1258.9645,10560.9395
PV,02-05-2020,12544.9199,6442.0654,551.7449,1263.9845,10765.7803
PV,03-05-2020,12556.1621,6446.3828,554.2678,1267.8779,10947.2314
PV,04-05-2020,12561.9414,6447.9277,556.6328,1270.98,11110.9834
PV,05-05-2020,12563.9746,6447.5439,558.8582,1273.51,11260.7021
RI,29-04-2020,3693.5144,1371.6259,84.7535,343.274,2182.3132
RI,30-04-2020,3693.3223,1378.3734,85.3416,347.726,2205.2371
RI,01-05-2020,3679.9983,1383.2284,85.73,352.4355,2230.531
RI,02-05-2020,3659.7974,1386.1591,85.991,357.2495,2256.1934
RI,03-05-2020,3635.8704,1387.7776,86.165,362.0255,2281.5261
RI,04-05-2020,3610.0208,1388.4884,86.2781,366.6882,2306.1055
RI,05-05-2020,3583.3267,1388.5626,86.3469,371.1946,2329.6914
