CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
CB,26-04-2020,1888.3589,1015.3571,70.4541,190.5287,961.5559
CB,27-04-2020,1881.1366,1023.3029,69.622,193.7288,987.7775
CM,21-04-2020,16364.6484,11279.8623,547.5817,2204.3257,4997.6714
CM,22-04-2020,16409.2852,11685.458,559.3398,2257.6707,5184.6187
CM,23-04-2020,16519.3145,12131.0137,569.9496,2312.8345,5380.7432
CM,24-04-2020,16652.1035,12554.7305,579.7238,2366.9233,5564.7954
CM,25-04-2020,16794.4805,12930.0693,588.8467,2418.8252,5732.937
CM,26-04-2020,16938.8047,13250.2686,597.4279,2467.9211,5883.6577
CM,27-04-2020,17080.9258,13517.3213,605.5339,2513.8813,6017.1387
CL,21-04-2020,16559.4902,7008.6382,410.3589,1554.6189,5937.6724
CL,22-04-2020,16816.7695,7101.5513,427.8057,1580.7262,6067.8984
CL,23-04-2020,17114.8086,7178.9355,439.4547,1606.2451,6201.9878
CL,24-04-2020,17414.1934,7244.1729,447.4077,1631.024,6330.5625
CL,25-04-2020,17706.7188,7300.3145,453.0689,1654.9904,6450.626
CL,26-04-2020,17986.9785,7349.4927,457.2793,1678.1093,6560.9487
CL,27-04-2020,18251.7832,7393.1724,460.5461,1700.366,6661.1909
CT,21-04-2020,41277.418,23026.2129,2354.7612,4345.0005,18827.7656
CT,22-04-2020,41884.9102,23343.2598,2376.137,4452.6016,19524.5293
CT,23-04-2020,42354.9023,23633.4863,2391.2366,4556.8813,20241.084
CT,24-04-2020,42733.9219,23900.916,2401.9668,4657.0674,20947.3516
CT,25-04-2020,43051.625,24147.6504,2409.6885,4752.1323,21597.1465
CT,26-04-2020,43325.4414,24375.377,2415.3093,4841.4756,22171.1211
CT,27-04-2020,43566.3477,24585.5078,2419.4368,4924.7842,22665.4395
CE,21-04-2020,92.8987,8.5759,3.8719,4.1747,104.3666
CE,22-04-2020,92.3282,8.5214,3.8528,4.1515,108.8914
CE,23-04-2020,91.3102,8.4482,3.8299,4.142,112.3931
CE,24-04-2020,90.035,8.3665,3.8049,4.1401,114.7796
CE,25-04-2020,88.621,8.2814,3.779,4.1425,116.3777
CE,26-04-2020,87.1423,8.1959,3.753,4.1471,117.4621
CE,27-04-2020,85.6469,8.1121,3.7272,4.153,118.2149
VC,21-04-2020,10133.7705,4592.1743,664.9218,1142.5349,6301.6982
VC,22-04-2020,10209.7168,4609.251,672.4202,1165.5265,6608.9893
VC,23-04-2020,10294.4023,4605.1011,679.6105,1188.9517,6917.3833
VC,24-04-2020,10381.2607,4588.0757,686.5233,1211.9761,7204.8604
VC,25-04-2020,10468.749,4562.9009,693.1489,1234.3434,7456.3262
VC,26-04-2020,10555.7393,4532.6099,699.4833,1255.8816,7668
VC,27-04-2020,10641.4492,4499.2163,705.5277,1276.4794,7841.9937
EX,21-04-2020,2832.2573,1397.5424,112.1745,416.675,959.99536
EX,22-04-2020,2848.4924,1420.3291,112.0734,424.4644,998.37891
EX,23-04-2020,2867.4924,1444.5411,112.1241,432.6128,1033.2562
EX,24-04-2020,2888.2156,1468.9591,112.2642,440.7508,1064.212
EX,25-04-2020,2909.7542,1492.9675,112.4479,448.7336,1091.223
EX,26-04-2020,2931.532,1516.2305,112.6515,456.4749,1114.4896
EX,27-04-2020,2953.175,1538.5708,112.8612,463.9207,1134.3405
GA,21-04-2020,7905.8008,2689.7654,104.5951,384.5705,1744.8386
GA,22-04-2020,7945.5903,2717.0413,101.6556,392.8683,1793.2667
GA,23-04-2020,7942.9502,2743.8213,99.31223,401.3612,1842.92
GA,24-04-2020,7918.438,2770.0447,97.39639,409.6407,1891.7461
GA,25-04-2020,7881.5098,2795.6284,95.81732,417.4895,1938.7955
GA,26-04-2020,7837.665,2820.5298,94.51949,424.804,1983.443
GA,27-04-2020,7790.146,2844.729,93.46631,431.5451,2025.3274
MD,21-04-2020,55939.6328,7904.7349,1078.2385,7706.3994,34643.3008
MD,22-04-2020,56220.2305,7674.2476,1061.4392,7812.5859,35457.1836
MD,23-04-2020,56202.3281,7495.0879,1048.078,7920.7764,36294.0039
MD,24-04-2020,56037.207,7356.3457,1037.4901,8027.7183,37128.457
MD,25-04-2020,55780.6641,7250.979,1029.2375,8131.9834,37944.5234
MD,26-04-2020,55465.75,7174.6992,1023.0245,8232.6934,38732.0312
MD,27-04-2020,55112.582,7124.6172,1018.6309,8329.3252,39484.4609
ML,21-04-2020,108.011,43.3313,2.8937,1.9346,58.0818
ML,22-04-2020,108.3517,43.2844,2.8833,1.9254,62.5182
ML,23-04-2020,108.8036,43.1922,2.8682,1.9137,66.3326
ML,24-04-2020,109.3156,43.0761,2.8506,1.901,69.3798
ML,25-04-2020,109.8516,42.9456,2.8319,1.8881,71.69
ML,26-04-2020,110.3899,42.8076,2.8129,1.8753,73.3876
ML,27-04-2020,110.9176,42.6666,2.7942,1.8628,74.6166
MC,21-04-2020,1402.5913,639.5384,102.407,115.8969,906.49121
MC,22-04-2020,1400.5876,646.1494,103.1094,116.5174,947.98517
MC,23-04-2020,1396.2366,653.4404,103.6011,116.841,986.86932
MC,24-04-2020,1390.4474,660.8573,103.9809,116.9518,1020.7519
MC,25-04-2020,1383.7812,668.2245,104.2819,116.9129,1048.9493
MC,26-04-2020,1376.6229,675.436,104.5261,116.7682,1071.8809
MC,27-04-2020,1369.2354,682.4313,104.7277,116.5476,1090.275
NC,21-04-2020,4415.9395,1898.3654,124.6548,401.7993,1435.9695
NC,22-04-2020,4432.356,1915.236,124.7944,420.9448,1494.3384
NC,23-04-2020,4438.6538,1931.4952,124.7414,438.3178,1556.1771
NC,24-04-2020,4439.4678,1946.9733,124.5661,454.1522,1611.8296
NC,25-04-2020,4436.3965,1961.6329,124.3196,468.5035,1659.343
NC,26-04-2020,4430.5596,1975.4714,124.0323,481.4178,1698.6118
NC,27-04-2020,4422.7305,1988.5048,123.7223,492.9547,1730.4189
PV,21-04-2020,12147.5254,6315.9858,479.5442,1209.2444,7524.1226
PV,22-04-2020,12267.7129,6370.1533,480.4009,1240.4896,7797.3594
PV,23-04-2020,12389.0879,6427.5107,479.6295,1273.3737,8060.1313
PV,24-04-2020,12509.1201,6485.2637,477.7576,1305.6788,8313.1104
PV,25-04-2020,12626.5996,6542.2207,475.2291,1336.4972,8555.9512
PV,26-04-2020,12740.8428,6597.7422,472.3215,1365.3333,8788.0059
PV,27-04-2020,12851.4863,6651.5,469.2092,1391.9504,9008.5938
RI,21-04-2020,3388.8716,1357.9603,78.1662,299.5983,2007.1815
RI,22-04-2020,3385.8184,1374.6829,78.7732,305.6691,2053.186
RI,23-04-2020,3363.3525,1393.1156,79.1583,311.3305,2101.5864
RI,24-04-2020,3330.2527,1411.6915,79.4424,316.5948,2149.5974
RI,25-04-2020,3289.9834,1429.9418,79.6573,321.478,2196.4221
RI,26-04-2020,3244.9917,1447.5774,79.8231,325.9971,2241.4773
RI,27-04-2020,3196.9678,1464.4221,79.9531,330.1707,2284.3962
