CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
CT,22-04-2020,40308.0898,23253.793,2513.0032,5042.2021,18078.4727
CT,23-04-2020,40580.6016,23555.3613,2544.396,5192.3335,18739.0859
CT,24-04-2020,40813.7305,23836.9961,2573.8198,5330.7827,19339.5801
CT,25-04-2020,41016.5664,24100.8887,2601.3809,5455.5723,19875.4219
CE,19-04-2020,101.981,8.7441,3.8347,4.1117,78.0143
CE,20-04-2020,102.4433,8.6571,3.8106,4.0764,83.2889
CE,21-04-2020,102.9713,8.5672,3.7792,4.0498,86.5326
CE,22-04-2020,103.5189,8.4752,3.745,4.0265,88.5186
CE,23-04-2020,104.0685,8.382,3.7094,4.0045,89.7249
CE,24-04-2020,104.6104,8.288,3.6735,3.9828,90.469
CE,25-04-2020,105.1392,8.194,3.638,3.9611,90.942
VC,19-04-2020,9733.14844,4541.7993,614.7188,1053.4862,5470.4131
VC,20-04-2020,9808.93457,4584.2256,619.369,1073.5482,5718.8516
VC,21-04-2020,9873.21777,4607.0581,621.3115,1091.3352,5948.0859
VC,22-04-2020,9928.84277,4619.7695,621.7164,1107.4113,6146.4429
VC,23-04-2020,9977.67578,4626.1401,621.0825,1122.1075,6311.9292
VC,24-04-2020,10021.0469,4628.4878,619.7456,1135.6451,6447.1392
VC,25-04-2020,10059.9219,4628.2168,617.9335,1148.175,6556.3369
EX,19-04-2020,2590.0703,1407.0098,107.8291,401.7781,900.36603
EX,20-04-2020,2586.0535,1437.5107,107.4023,410.5865,947.54749
EX,21-04-2020,2574.832,1467.8298,106.8798,419.4517,994.27142
EX,22-04-2020,2558.6848,1497.4706,106.2789,428.0978,1038.9347
EX,23-04-2020,2539.4058,1525.5677,105.6188,436.4202,1080.0648
EX,24-04-2020,2518.1514,1551.7123,104.9143,444.3561,1116.9275
EX,25-04-2020,2495.6897,1575.7505,104.1777,451.8703,1149.2715
GA,19-04-2020,8477.3926,2709.8271,110.7514,353.7446,1537.821
GA,20-04-2020,8586.8105,2742.7927,107.5848,362.601,1576.5405
GA,21-04-2020,8697.6777,2778.4241,104.8315,371.1838,1609.3882
GA,22-04-2020,8809.0996,2814.3887,102.4252,379.4803,1638.5001
GA,23-04-2020,8919.1367,2849.6389,100.3134,387.4711,1664.6544
GA,24-04-2020,9026.6006,2883.6445,98.46162,395.1407,1688.3883
GA,25-04-2020,9130.7617,2916.137,96.84552,402.4767,1710.0819
MD,19-04-2020,57278.0859,8849.9551,1118.924,7106.5083,33115.6445
MD,20-04-2020,57793.918,8554.6211,1095.0674,7200.4409,33960.5664
MD,21-04-2020,58198.5625,8363.7656,1075.1621,7271.6089,34830.1914
MD,22-04-2020,58539.168,8239.541,1058.2603,7330.3906,35680.5156
MD,23-04-2020,58833.9609,8162.7852,1043.8132,7380.5151,36497.6094
MD,24-04-2020,59094.5586,8123.4868,1031.4694,7424.4082,37273.8008
MD,25-04-2020,59328.5,8115.8545,1020.9868,7463.6445,38005.0391
ML,19-04-2020,109.0937,44.3077,2.8104,2.0114,43.03
ML,20-04-2020,109.8368,44.4078,2.794,1.9991,45.7172
ML,21-04-2020,110.6653,44.5019,2.7689,1.9892,48.0001
ML,22-04-2020,111.5661,44.5884,2.7393,1.9806,49.8559
ML,23-04-2020,112.5024,44.6669,2.7076,1.9727,51.3183
ML,24-04-2020,113.4504,44.7373,2.6753,1.9653,52.4491
ML,25-04-2020,114.3943,44.8001,2.6432,1.9582,53.3158
MC,19-04-2020,1402.0935,637.371,104.6235,125.2699,810.0994
MC,20-04-2020,1402.9474,645.3044,105.8845,127.4803,850.6085
MC,21-04-2020,1401.5984,654.1344,107.1612,129.8293,886.2511
MC,22-04-2020,1398.8376,663.2979,108.4273,132.205,914.7131
MC,23-04-2020,1395.1735,672.4532,109.6642,134.5381,936.5489
MC,24-04-2020,1390.9542,681.4051,110.8614,136.7903,952.9479
MC,25-04-2020,1386.4159,690.0474,112.0132,138.9396,965.1545
NC,19-04-2020,4673.0317,1861.7313,120.7339,354.198,1073.5583
NC,20-04-2020,4733.6304,1882.2183,120.41,371.9594,1121.0667
NC,21-04-2020,4797.147,1902.4343,119.827,388.0575,1166.1207
NC,22-04-2020,4861.8721,1922.2642,119.1084,402.9284,1207.7914
NC,23-04-2020,4926.1577,1941.6224,118.3245,416.641,1245.6073
NC,24-04-2020,4988.9819,1960.4545,117.5183,429.2017,1279.4309
NC,25-04-2020,5049.7065,1978.7267,116.7155,440.6178,1309.343
PV,19-04-2020,11973.5283,5981.437,506.5136,1092.876,6587.3755
PV,20-04-2020,12113.8594,6032.0981,510.8578,1124.9644,6802.916
PV,21-04-2020,12253.3613,6070.0635,515.4855,1155.6064,6990.8184
PV,22-04-2020,12389.0176,6099.7046,520.1631,1184.7177,7161.1851
PV,23-04-2020,12519.4512,6123.6602,524.7736,1212.2358,7318.2256
PV,24-04-2020,12643.9609,6143.5283,529.2565,1238.1271,7464.2104
PV,25-04-2020,12762.2393,6160.3242,533.5807,1262.3816,7600.5337
RI,19-04-2020,3797.2769,1188.2117,72.1912,330.4022,1825.0725
RI,20-04-2020,3844.5032,1192.4106,72.3332,340.631,1867.176
RI,21-04-2020,3895.189,1191.8027,72.0231,353.0107,1904.0405
RI,22-04-2020,3947.6357,1187.7642,71.4601,365.6931,1937.2896
RI,23-04-2020,4000.271,1181.4834,70.7466,377.962,1967.4736
RI,24-04-2020,4052.207,1173.7395,69.947,389.4545,1995.0164
RI,25-04-2020,4102.9302,1165.0653,69.1018,399.9836,2020.2438
