CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
IB,23-04-2020,1766.6812,859.8981,145.1505,172.2265,1156.9741
CN,17-04-2020,2262.47,753.3104,151.076,101.687,922.65027
CN,18-04-2020,2292.2415,752.7432,152.139,102.6863,978.61658
CN,19-04-2020,2335.6846,748.8467,152.8309,103.0551,1027.1547
CN,20-04-2020,2384.4028,742.9402,153.2758,103.1019,1066.324
CN,21-04-2020,2435.219,735.7092,153.5517,102.935,1096.8403
CN,22-04-2020,2486.2468,727.6116,153.7122,102.6244,1120.1404
CN,23-04-2020,2536.3486,718.9705,153.7932,102.2159,1137.7803
CB,17-04-2020,1792.532,933.33038,75.0904,172.1819,588.7892
CB,18-04-2020,1801.635,951.89429,75.1436,179.5535,639.8286
CB,19-04-2020,1805.3921,970.33435,75.0114,187.5228,686.7156
CB,20-04-2020,1805.5684,988.23169,74.7577,195.4396,727.5095
CB,21-04-2020,1803.3872,1005.4839,74.4301,202.8079,761.3438
CB,22-04-2020,1799.6525,1022.0199,74.0589,209.3956,788.4068
CB,23-04-2020,1794.8999,1037.7963,73.6637,215.127,809.5356
CM,17-04-2020,16645.3027,10004.499,455.6545,1980.0591,3941.4561
CM,18-04-2020,17009.6367,10548.8564,471.4992,2036.9381,4160.6885
CM,19-04-2020,17379.6953,11015.6699,482.2926,2095.7231,4361.1934
CM,20-04-2020,17741.0449,11402.9834,490.4793,2154.0642,4537.5991
CM,21-04-2020,18086.9355,11713.9697,496.9258,2211.0732,4688.4946
CM,22-04-2020,18413.6426,11958.9385,502.1795,2266.1765,4814.7197
CM,23-04-2020,18719.25,12150.166,506.5938,2319.0183,4918.4917
CL,17-04-2020,15580.3555,6561.269,289.0598,1460.9852,6275.4932
CL,18-04-2020,16104.1455,6633.7656,284.8259,1493.0734,6455.0322
CL,19-04-2020,16615.6758,6701.3057,280.5605,1524.4237,6660.9141
CL,20-04-2020,17107.2188,6764.085,276.4031,1554.6113,6859.3027
CL,21-04-2020,17572.3867,6822.5259,272.4214,1583.4005,7036.481
CL,22-04-2020,18007.1387,6876.9829,268.6531,1610.6737,7188.9272
CL,23-04-2020,18409.2031,6927.7681,265.1173,1636.3779,7317.4702
CT,17-04-2020,40599.3047,21910.9551,2337.0845,3780.4307,17132.582
CT,18-04-2020,41381.1055,22365.0488,2379.0049,3887.9199,17925.5723
CT,19-04-2020,42215.2109,22823.3047,2419.9263,3986.2458,18707.6855
CT,20-04-2020,43037.4062,23275.3809,2459.5762,4077.5479,19417.3418
CT,21-04-2020,43827.7617,23715.3281,2497.7429,4161.9912,20021.0312
CT,22-04-2020,44575.3086,24139.582,2534.2969,4239.835,20516.2422
CT,23-04-2020,45274.7031,24546.0508,2569.1633,4311.3506,20913.7754
CE,17-04-2020,106.0031,8.9223,4.0938,4.4979,40.7518
CE,18-04-2020,106.843,8.8446,4.0811,4.4775,44.8336
CE,19-04-2020,108.0699,8.773,4.0759,4.4876,47.7395
CE,20-04-2020,109.4239,8.7047,4.0747,4.5042,49.7072
CE,21-04-2020,110.8215,8.6386,4.0761,4.5239,51.0176
CE,22-04-2020,112.2121,8.5741,4.079,4.5445,51.8886
CE,23-04-2020,113.5668,8.511,4.0828,4.5649,52.4728
VC,17-04-2020,9011.5107,4629.6567,608.0343,1073.359,5087.3047
VC,18-04-2020,9056.7275,4697.0498,616.7136,1099.5048,5407.0718
VC,19-04-2020,9053.3564,4760.4038,623.28,1127.4423,5681.4907
VC,20-04-2020,9024.1025,4820.5186,628.8358,1155.8063,5894.7754
VC,21-04-2020,8977.6406,4877.8633,633.6935,1183.9592,6054.3848
VC,22-04-2020,8919.8301,4932.6958,638.0538,1211.5145,6171.1021
VC,23-04-2020,8854.6436,4985.165,642.0432,1238.2262,6255.6997
EX,17-04-2020,2896.4294,1457.5405,119.7863,376.1189,859.37079
EX,18-04-2020,2935.0071,1500.1761,121.5802,384.9137,901.67548
EX,19-04-2020,2979.3738,1546.3722,123.5017,393.3817,943.04785
EX,20-04-2020,3025.9504,1589.6199,125.5353,401.5075,979.68884
EX,21-04-2020,3072.4971,1628.9089,127.5875,409.2881,1010.6547
EX,22-04-2020,3117.8818,1663.8783,129.6096,416.7193,1036.1663
EX,23-04-2020,3161.521,1694.5503,131.5749,423.7996,1056.8716
GA,17-04-2020,8400.4678,2457.8281,117.5999,340.3045,1843.4373
GA,18-04-2020,8528.3701,2481.156,113.7824,348.5724,1932.412
GA,19-04-2020,8666.6416,2495.7959,110.3897,356.8026,2022.3712
GA,20-04-2020,8808.7422,2505.2458,107.3377,364.7333,2103.1467
GA,21-04-2020,8950.8262,2511.0942,104.5753,372.2513,2172.0657
GA,22-04-2020,9090.6328,2514.3533,102.074,379.3058,2228.9265
GA,23-04-2020,9226.8027,2515.708,99.81721,385.881,2274.8848
MD,17-04-2020,55525.793,9436.3867,1153.8403,7394.356,33547.3047
MD,18-04-2020,55966.6055,9130.0869,1125.8678,7536.8975,34647.1836
MD,19-04-2020,56319.5156,8866.459,1099.6665,7685.7339,35810.6094
MD,20-04-2020,56607.0977,8640.9424,1075.438,7835.0195,36971.6914
MD,21-04-2020,56849.6445,8448.0479,1053.2858,7981.5391,38088
MD,22-04-2020,57059.5742,8284.0068,1033.2765,8123.2827,39134.3633
MD,23-04-2020,57245.0977,8146.0854,1015.4479,8259.0488,40097.0273
ML,17-04-2020,110.6989,43.639,2.7107,1.9383,33.169
ML,18-04-2020,111.7065,43.6739,2.6725,1.9204,34.8307
ML,19-04-2020,112.8707,43.6836,2.6239,1.9007,36.3802
ML,20-04-2020,114.0481,43.6751,2.5695,1.8801,37.7336
ML,21-04-2020,115.199,43.6523,2.5121,1.859,38.8676
ML,22-04-2020,116.3027,43.618,2.4536,1.8378,39.7923
ML,23-04-2020,117.3488,43.5749,2.3952,1.8168,40.5341
MC,17-04-2020,1348.8619,573.3611,93.3582,144.3555,776.9172
MC,18-04-2020,1343.8932,574.077,93.6065,148.6464,829.2415
MC,19-04-2020,1335.6454,573.9276,93.4836,153.9868,867.908
MC,20-04-2020,1324.5018,573.0744,93.1135,159.4372,896.4505
MC,21-04-2020,1311.3505,571.6682,92.5862,164.5522,916.8797
MC,22-04-2020,1296.7759,569.8256,91.96,169.1564,931.2593
MC,23-04-2020,1281.1909,567.6375,91.2733,173.1933,941.3539
NC,17-04-2020,4557.5654,1817.4563,120.4657,294.9785,1139.0524
NC,18-04-2020,4635.6016,1834.2208,119.7359,306.3326,1190.5437
NC,19-04-2020,4711.6802,1851.412,118.8687,316.8752,1243.7972
NC,20-04-2020,4784.7705,1868.2438,117.9171,326.9095,1290.5339
NC,21-04-2020,4854.3496,1884.4355,116.9157,336.5122,1328.975
NC,22-04-2020,4920.1978,1899.849,115.8874,345.716,1359.5457
NC,23-04-2020,4982.2646,1914.4299,114.8476,354.5246,1383.4122
PV,17-04-2020,10974.9932,6186.0151,482.2264,1192.2811,6265.0571
PV,18-04-2020,11058.7842,6267.9009,485.1369,1249.9653,6480.9126
PV,19-04-2020,11100.3496,6357.6426,487.7153,1312.7941,6695.0063
PV,20-04-2020,11118.2588,6448.7993,490.0163,1376.1133,6906.2451
PV,21-04-2020,11121.1035,6539.2817,492.0945,1436.2631,7112.9565
PV,22-04-2020,11114.0225,6627.8101,493.9885,1491.0189,7313.6548
PV,23-04-2020,11100.2236,6713.6279,495.7272,1539.2743,7507.0391
RI,17-04-2020,3765.3008,1282.8127,79.5348,280.5122,1943.0342
RI,18-04-2020,3814.1299,1304.2042,80.2246,288.6271,2011.8036
RI,19-04-2020,3865.2429,1325.6635,81.0512,296.6108,2083.6997
RI,20-04-2020,3915.9807,1346.7848,81.9203,304.1038,2153.9968
RI,21-04-2020,3965.1208,1367.199,82.7993,311.038,2220.9636
RI,22-04-2020,4011.9863,1386.6952,83.67,317.3851,2283.3879
RI,23-04-2020,4056.2288,1405.1647,84.5219,323.1469,2340.5989
