CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
NC,02-05-2020,4982.0601,1968.8464,123.3662,459.8074,2429.1284
PV,26-04-2020,12570.1797,6067.5571,504.8033,1153.705,9582.66211
PV,27-04-2020,12663.3008,6079.3784,505.2198,1163.2367,9902.66602
PV,28-04-2020,12755.1533,6069.7158,504.6171,1166.9365,10193.7988
PV,29-04-2020,12845.3135,6045.1216,503.2307,1167.5414,10462.5957
PV,30-04-2020,12933.3652,6011.5146,501.4068,1166.047,10709.1367
PV,01-05-2020,13019.0762,5972.5034,499.3538,1163.1077,10933.874
PV,02-05-2020,13102.3232,5930.3179,497.1983,1159.1694,11137.5762
RI,26-04-2020,3840.8896,1270.7612,78.0775,311.2397,1911.4114
RI,27-04-2020,3861.8394,1268.5028,78.016,313.7646,1916.2982
RI,28-04-2020,3880.1091,1260.606,77.5966,315.7523,1915.5844
RI,29-04-2020,3896.3564,1249.1523,76.9673,317.3697,1909.7476
RI,30-04-2020,3911.0493,1235.5978,76.2017,318.7155,1900.7651
RI,01-05-2020,3924.4705,1220.8184,75.3503,319.8529,1889.8896
RI,02-05-2020,3936.8057,1205.3759,74.4477,320.8253,1877.9131
