CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
CT,26-04-2020,39731.4297,25624.4883,2770.2134,4786.9609,21221.3672
CE,20-04-2020,105.9563,8.5357,3.7329,3.8115,91.87161
CE,21-04-2020,106.5135,8.4983,3.6934,3.7655,96.61507
CE,22-04-2020,107.3577,8.4377,3.645,3.7155,99.74652
CE,23-04-2020,108.3018,8.3657,3.591,3.6638,101.6958
CE,24-04-2020,109.2837,8.2882,3.5345,3.612,102.8983
CE,25-04-2020,110.27,8.2086,3.4774,3.5611,103.6532
CE,26-04-2020,111.2425,8.1292,3.4207,3.5118,104.1416
VC,20-04-2020,10113.3584,4565.3438,632.947,1157.7594,5724.98
VC,21-04-2020,10205.3594,4597.7036,639.4308,1183.201,6002.8975
VC,22-04-2020,10305.5166,4611.8057,644.0333,1210.2526,6259.73
VC,23-04-2020,10406.9541,4614.5728,647.4969,1236.8851,6483.0425
VC,24-04-2020,10507.4023,4610.1221,650.2476,1262.4679,6669.9658
VC,25-04-2020,10605.4209,4601.0835,652.5338,1286.649,6822.6763
VC,26-04-2020,10700.1738,4589.1392,654.5043,1309.2537,6945.6548
EX,20-04-2020,2767.1721,1447.3108,108.9638,406.4065,964.42725
EX,21-04-2020,2779.3535,1480.5565,109.1548,413.7153,1000.7824
EX,22-04-2020,2792.2324,1516.4574,109.2974,421.0795,1035.3268
EX,23-04-2020,2805.2327,1552.4596,109.4092,428.232,1065.3335
EX,24-04-2020,2817.9158,1587.222,109.4966,435.0864,1090.6726
EX,25-04-2020,2830.0684,1620.095,109.5646,441.602,1111.7383
EX,26-04-2020,2841.5801,1650.756,109.6175,447.7612,1129.0956
GA,20-04-2020,8141.7559,2534.6338,98.3666,376.6741,1899.365
GA,21-04-2020,8194.5381,2548.7517,94.9964,385.9673,1957.0354
GA,22-04-2020,8233.6543,2555.3586,91.4849,395.4617,2023.4382
GA,23-04-2020,8262.8223,2557.5332,88.0142,404.6426,2090.8376
GA,24-04-2020,8285.2148,2556.7129,84.6894,413.3687,2155.083
GA,25-04-2020,8302.8428,2553.8635,81.5761,421.5571,2214.1824
GA,26-04-2020,8317.0127,2549.6506,78.7141,429.167,2267.3162
MD,20-04-2020,56133.0664,8618.8066,1097.3134,7206.0596,33091.1602
MD,21-04-2020,56348.1016,8359.498,1074.5925,7274.8135,33843.9648
MD,22-04-2020,56395.5039,8212.0332,1056.09,7326.5776,34576.3672
MD,23-04-2020,56312.1484,8141.0332,1040.7942,7367.0127,35277.4766
MD,24-04-2020,56131.0625,8124.3042,1028.0892,7399.8188,35943.1211
MD,25-04-2020,55876.9062,8148.2021,1017.6013,7427.2271,36571.0352
MD,26-04-2020,55568.168,8203.6738,1009.0845,7450.6304,37160.2656
ML,20-04-2020,102.0446,44.373,2.8767,1.8853,47.2371
ML,21-04-2020,101.9241,44.4441,2.8661,1.8681,51.364
ML,22-04-2020,101.6961,44.5235,2.85,1.8466,55.094
ML,23-04-2020,101.3919,44.6055,2.8312,1.8229,58.3353
ML,24-04-2020,101.0421,44.6864,2.811,1.7982,61.0422
ML,25-04-2020,100.6672,44.7643,2.7903,1.7731,63.2338
ML,26-04-2020,100.2806,44.8383,2.7695,1.7482,64.973
MC,20-04-2020,1328.2501,598.9922,103.1898,125.1013,780.48608
MC,21-04-2020,1319.316,604.0044,104.2107,126.535,830.90417
MC,22-04-2020,1305.5513,607.357,105.1164,128.2952,878.06769
MC,23-04-2020,1288.3698,609.8235,105.9408,130.0967,921.50885
MC,24-04-2020,1269.0992,611.6833,106.7023,131.8591,960.25171
MC,25-04-2020,1248.5942,613.1188,107.4117,133.5431,993.85126
MC,26-04-2020,1227.431,614.2499,108.0763,135.1293,1022.3331
NC,20-04-2020,4704.1753,1850.7133,119.8695,371.7632,1268.5468
NC,21-04-2020,4756.7158,1868.6823,119.4406,387.7852,1325.6323
NC,22-04-2020,4812.7627,1884.105,118.7216,401.8135,1381.1199
NC,23-04-2020,4870.9443,1897.9948,117.8281,414.2752,1431.0267
NC,24-04-2020,4929.0967,1910.736,116.8462,425.3613,1473.9712
NC,25-04-2020,4986.0684,1922.5813,115.8277,435.1893,1509.9159
NC,26-04-2020,5041.2256,1933.6951,114.8045,443.866,1539.4872
PV,20-04-2020,11101.0508,6167.0513,490.5486,1214.1086,7245.9209
PV,21-04-2020,11095.291,6216.9609,492.6921,1247.2631,7481.9297
PV,22-04-2020,11049.6748,6262.5405,494.1421,1285.0095,7703.2549
PV,23-04-2020,10975.0986,6304.228,495.0387,1321.847,7910.5522
PV,24-04-2020,10881.3848,6342.3882,495.5609,1356.4602,8103.4346
PV,25-04-2020,10774.9326,6377.332,495.8225,1388.1914,8281.7939
PV,26-04-2020,10660.0273,6409.3311,495.8989,1416.8077,8445.7305
RI,20-04-2020,3900.1309,1247.6038,75.7541,313.5575,1854.434
RI,21-04-2020,3946.2388,1254.5232,76.1788,321.9015,1891.3295
RI,22-04-2020,3999.26,1258.5337,76.3403,330.5262,1923.1499
RI,23-04-2020,4054.199,1260.301,76.3505,339.0039,1951.3702
RI,24-04-2020,4109.0718,1260.5331,76.2712,347.1169,1976.7328
RI,25-04-2020,4162.6621,1259.6985,76.1385,354.7412,1999.7499
RI,26-04-2020,4214.2432,1258.1211,75.9734,361.8131,2020.7892
