CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
CM,01-05-2020,14763.3721,9844.6113,625.6791,2629.418,5661.2461
CL,25-04-2020,16593.6055,7185.4775,492.662,1661.4369,6102.9751
CL,26-04-2020,16759.7344,7238.0234,499.4932,1683.3457,6189.8911
CL,27-04-2020,16939.9766,7261.1494,504.2283,1704.2709,6269.811
CL,28-04-2020,17124.4277,7267.2075,507.4574,1724.1346,6343.1396
CL,29-04-2020,17306.1855,7262.1182,509.7718,1742.9041,6410.2656
CL,30-04-2020,17481.6602,7249.9551,511.5305,1760.5776,6471.6084
CL,01-05-2020,17648.9785,7233.3926,512.9495,1777.1738,6527.5845
CT,25-04-2020,45121.2773,24363.8633,2633.0566,4688.2705,17218.8477
CT,26-04-2020,45749.9688,24631.9785,2663.0459,4771.2925,17627.4082
CT,27-04-2020,46234.9805,24874.0117,2693.3315,4854.5859,18026.9062
CT,28-04-2020,46636.7383,25094.5215,2722.9673,4936.8252,18410.582
CT,29-04-2020,46979.1797,25296.6172,2751.6262,5016.4971,18774.5078
CT,30-04-2020,47277.3828,25482.5371,2779.1313,5092.7622,19116.5332
CT,01-05-2020,47541.582,25653.9746,2805.3958,5165.1719,19435.666
CE,25-04-2020,97.8706,8.9866,3.755,3.7537,125.744
CE,26-04-2020,97.6335,9.0501,3.7392,3.7228,131.0965
CE,27-04-2020,97.2635,9.0666,3.7128,3.6826,135.8219
CE,28-04-2020,96.8371,9.0572,3.6806,3.6378,139.6419
CE,29-04-2020,96.3826,9.0323,3.6451,3.5912,142.5408
CE,30-04-2020,95.918,8.9985,3.6079,3.5445,144.6868
CE,01-05-2020,95.4543,8.96,3.5701,3.4986,146.265
VC,25-04-2020,10210.3047,5101.5298,628.8043,1150.3197,6518.9541
VC,26-04-2020,10262.2734,5135.5151,627.3617,1161.8234,6756.8877
VC,27-04-2020,10317.1025,5172.4165,624.322,1171.0444,6986.0107
VC,28-04-2020,10373.6914,5209.2827,620.3577,1178.824,7199.9683
VC,29-04-2020,10430.8018,5245.2466,615.8047,1185.5673,7395.6016
VC,30-04-2020,10487.6172,5279.8867,610.8887,1191.5167,7571.6631
VC,01-05-2020,10543.5947,5313.0078,605.7649,1196.8297,7728.2432
EX,25-04-2020,2778.927,1516.538,108.3428,405.7681,1623.3904
EX,26-04-2020,2783.7466,1537.7206,107.9929,408.1271,1728.8103
EX,27-04-2020,2791.3755,1560.1154,107.7711,409.8728,1824.2394
EX,28-04-2020,2800.592,1582.3329,107.6182,411.1151,1907.2568
EX,29-04-2020,2810.5906,1603.7046,107.5031,412.0181,1977.4004
EX,30-04-2020,2820.9082,1623.8749,107.4097,412.6871,2035.453
EX,01-05-2020,2831.28,1642.681,107.3297,413.1909,2082.8477
GA,25-04-2020,9031.2354,2649.7827,85.4538,392.2517,1764.3906
GA,26-04-2020,9140.9209,2656.2861,83.0794,397.6192,1793.4121
GA,27-04-2020,9241.7168,2657.5806,81.0149,402.5548,1818.6504
GA,28-04-2020,9335.9902,2656.0374,79.2469,407.099,1841.6559
GA,29-04-2020,9425.0264,2652.6545,77.7656,411.2902,1862.8513
GA,30-04-2020,9509.6094,2648.1016,76.563,415.1602,1882.5135
GA,01-05-2020,9590.2666,2642.8237,75.6317,418.7355,1900.8352
MD,25-04-2020,57211.8672,6996.3828,945.751,7956.542,37032.5781
MD,26-04-2020,57206.8984,6811.1104,926.7173,8038.5918,37667.4766
MD,27-04-2020,56924.1289,6719.0684,912.1569,8117.5098,38342.5703
MD,28-04-2020,56466.8594,6693.5039,901.3602,8192.9971,39013.1406
MD,29-04-2020,55905.1445,6717.3569,893.6791,8264.9678,39663.8008
MD,30-04-2020,55280.8398,6779.9541,888.6688,8333.4062,40285.25
MD,01-05-2020,54619.957,6873.9971,886.0001,8398.3564,40872.1523
ML,25-04-2020,109.6502,43.5392,2.8379,1.9389,79.33745
ML,26-04-2020,110.0919,43.4801,2.8317,1.9341,85.61074
ML,27-04-2020,110.641,43.3976,2.8134,1.9262,91.39629
ML,28-04-2020,111.2403,43.3037,2.7893,1.9168,96.43382
ML,29-04-2020,111.8608,43.2043,2.7623,1.9066,100.6467
ML,30-04-2020,112.4853,43.103,2.734,1.896,104.0582
ML,01-05-2020,113.1031,43.0024,2.7053,1.8853,106.7567
MC,25-04-2020,1443.9062,594.2999,98.9135,118.9632,1016.1524
MC,26-04-2020,1444.2931,593.9692,98.6464,119.0029,1054.8195
MC,27-04-2020,1443.5175,591.6056,97.9574,118.6005,1094.1653
MC,28-04-2020,1441.8911,588.3096,97.0382,117.9154,1131.4362
MC,29-04-2020,1439.7546,584.5189,95.9738,117.049,1165.3647
MC,30-04-2020,1437.3376,580.5173,94.8229,116.0692,1195.2866
MC,01-05-2020,1434.7915,576.4798,93.6252,115.0218,1221.082
NC,25-04-2020,4693.4507,1816.4625,128.7575,514.0144,1800.6306
NC,26-04-2020,4717.5454,1816.9346,129.0701,532.9545,1927.3857
NC,27-04-2020,4742.7661,1809.4227,129.3171,553.3169,2049.1721
NC,28-04-2020,4768.0405,1798.0156,129.5257,573.7798,2162.6833
NC,29-04-2020,4792.7153,1784.3302,129.71,593.2521,2265.6189
NC,30-04-2020,4816.4756,1769.3688,129.8771,611.1384,2356.5994
NC,01-05-2020,4839.1748,1753.7513,130.0305,627.1685,2435.2466
PV,25-04-2020,12416.7324,6381.9302,499.2121,1256.937,8916.68945
PV,26-04-2020,12507.6836,6419.2983,499.7816,1279.2418,9175.12891
PV,27-04-2020,12594.2783,6453.9404,499.1307,1300.5094,9410.11719
PV,28-04-2020,12676.7939,6486.1709,497.6331,1320.9293,9623.83008
PV,29-04-2020,12755.5371,6516.2886,495.6704,1340.2709,9818.1377
PV,30-04-2020,12830.7354,6544.5166,493.4642,1358.4232,9994.39648
PV,01-05-2020,12902.5781,6571.0259,491.1474,1375.3485,10153.8223
RI,25-04-2020,3640.1848,1392.1733,89.5084,332.0616,2084.6934
RI,26-04-2020,3641.6091,1404.6941,90.4032,337.7931,2111.137
RI,27-04-2020,3634.8254,1417.8684,91.6059,344.0449,2138.428
RI,28-04-2020,3622.9363,1430.9083,92.9651,350.5123,2165.3362
RI,29-04-2020,3608.3237,1443.5925,94.3948,356.9913,2191.3494
RI,30-04-2020,3592.354,1455.8096,95.8446,363.3582,2216.1697
RI,01-05-2020,3575.8555,1467.5066,97.2839,369.5385,2239.6477
