CCAA,Fecha,AcumulatedPRC,Hospitalized,Critical,Deaths,AcumulatedRecoveries
CB,06-05-2020,1863.2064,958.9939,73.6591,217.564,2405.5662
CB,07-05-2020,1833.7915,952.4084,73.1923,220.0229,2445.7747
CM,01-05-2020,15275.6719,8520.2773,564.9891,2579.998,5919.2402
CM,02-05-2020,15300.1006,8523.21,565.8932,2609.8428,6027.498
CM,03-05-2020,15282.9141,8524.0684,564.7292,2639.9656,6138.9214
CM,04-05-2020,15242.0732,8522.7246,562.3158,2669.1401,6248.5903
CM,05-05-2020,15187.6807,8520.0723,559.134,2696.9373,6354.7441
CM,06-05-2020,15125.7363,8516.6572,555.4847,2723.1365,6456.3818
CM,07-05-2020,15059.9131,8512.8291,551.5565,2747.6387,6552.9243
CL,01-05-2020,15388.1377,7850.4243,528.5746,1708.5116,6920.3228
CL,02-05-2020,15374.8408,7897.8042,529.9359,1718.806,7028.0371
CL,03-05-2020,15264.5508,7929.6138,530.8991,1724.8472,7138.1499
CL,04-05-2020,15090.625,7951.0986,531.6418,1728.1964,7248.064
CL,05-05-2020,14877.3262,7965.3506,532.2425,1729.8558,7355.8745
CL,06-05-2020,14640.2686,7974.415,532.749,1730.4471,7460.3809
CL,07-05-2020,14389.8047,7979.6699,533.1902,1730.3572,7560.8286
CT,01-05-2020,50353.8438,27254.6113,2806.9148,4732.6177,19300.7891
CT,02-05-2020,50810.3438,27564.3359,2832.781,4767.0967,19618.9355
CT,03-05-2020,51252.7578,27847.7793,2855.3396,4778.1992,19877.9844
CT,04-05-2020,51678.3711,28110.4883,2875.6375,4777.8379,20101.1621
CT,05-05-2020,52084.293,28355.7402,2894.1729,4770.3027,20296.6074
CT,06-05-2020,52469.3164,28585.6211,2911.2678,4758.2705,20470.0938
CT,07-05-2020,52833.125,28801.5625,2927.135,4743.4214,20625.5859
CE,01-05-2020,93.6164,9.7018,3.9287,3.9213,145.5053
CE,02-05-2020,93.1589,9.6981,3.9273,3.9186,150.4336
CE,03-05-2020,92.3457,9.6673,3.9215,3.9102,155.0554
CE,04-05-2020,91.3602,9.62,3.9131,3.8991,159.1898
CE,05-05-2020,90.289,9.5631,3.9033,3.8867,162.8024
CE,06-05-2020,89.184,9.5012,3.8927,3.8737,165.91
CE,07-05-2020,88.0767,9.4371,3.882,3.8607,168.5569
VC,01-05-2020,10209.0771,5235.2368,654.0897,1204.1708,7442.3667
VC,02-05-2020,10232.7559,5254.3765,656.1281,1210.8157,7587.501
VC,03-05-2020,10245.8799,5278.4365,656.2457,1215.296,7735.9399
VC,04-05-2020,10252.9492,5304.4209,655.6112,1218.0009,7878.771
VC,05-05-2020,10256.043,5331.0244,654.5431,1219.5856,8012.752
VC,06-05-2020,10256.4443,5357.4585,653.2349,1220.4426,8136.6538
VC,07-05-2020,10254.9541,5383.2661,651.8025,1220.8168,8250.2031
EX,01-05-2020,2689.0408,1528.6375,102.5144,452.4631,2244.365
EX,02-05-2020,2688.5842,1542.2275,102.3636,456.7808,2332.0474
EX,03-05-2020,2683.0251,1551.8646,101.9049,460.8697,2413.4768
EX,04-05-2020,2674.6487,1559.1263,101.286,464.7571,2486.6692
EX,05-05-2020,2664.7236,1564.7046,100.5802,468.4648,2550.4419
EX,06-05-2020,2654.0344,1569.0609,99.83416,472.008,2605.0032
EX,07-05-2020,2643.0574,1572.502,99.07679,475.3971,2651.1477
GA,01-05-2020,8636.8594,2852.2898,170.8466,523.0733,5821.8447
GA,02-05-2020,8588.9004,2860.7061,186.7313,546.11,6192.8784
GA,03-05-2020,8527.9014,2873.6794,194.4086,565.9719,6473.4453
GA,04-05-2020,8461.1426,2888.6077,196.9924,583.7493,6681.5205
GA,05-05-2020,8391.7031,2904.353,196.9537,599.9103,6832.8877
GA,06-05-2020,8321.5479,2920.2729,195.5827,614.707,6942.2852
GA,07-05-2020,8251.9277,2936.0007,193.5658,628.2807,7021.5264
MD,01-05-2020,61865.3516,32956.6992,2942.9639,8211.8438,42224.832
MD,02-05-2020,62007.25,34234.3711,3056.3359,8261.0654,42672.1016
MD,03-05-2020,62067.5195,34685.1094,3117.0203,8304.0703,43312.6758
MD,04-05-2020,62073.4375,34654.0781,3145.3853,8342.6406,44008.4062
MD,05-05-2020,62046.9023,34376.7266,3153.8779,8377.7236,44710.25
MD,06-05-2020,62001.4414,33990.1719,3150.311,8409.9502,45391.3164
MD,07-05-2020,61945.4297,33570.3711,3139.6033,8439.7656,46037.5312
ML,01-05-2020,116.7174,41.5625,2.8648,1.8258,133.4451
ML,02-05-2020,117.5128,41.4329,2.8551,1.8114,137.9962
ML,03-05-2020,118.3226,41.1527,2.8372,1.7881,142.6671
ML,04-05-2020,119.1206,40.7948,2.8151,1.7603,146.5259
ML,05-05-2020,119.8952,40.3999,2.7907,1.7306,149.5819
ML,06-05-2020,120.6396,39.9922,2.7651,1.7005,151.9592
ML,07-05-2020,121.3502,39.5864,2.7392,1.6709,153.7996
MC,01-05-2020,1398.89,647.1241,104.0296,134.6856,1331.3593
MC,02-05-2020,1394.2925,648.9264,104.0375,135.5486,1388.9673
MC,03-05-2020,1385.8174,651.17,103.8653,136.4727,1444.2793
MC,04-05-2020,1375.5334,653.629,103.57,137.4139,1495.6033
MC,05-05-2020,1364.2771,656.1608,103.1958,138.3458,1542.3254
MC,06-05-2020,1352.5952,658.6936,102.7732,139.2536,1584.1422
MC,07-05-2020,1340.8405,661.1905,102.3228,140.1289,1621.0431
NC,01-05-2020,4688.2681,1851.0695,125.5434,481.3206,2449.3618
NC,02-05-2020,4704.4917,1846.196,125.4186,486.5283,2531.7327
NC,03-05-2020,4709.7412,1835.8727,124.9975,491.9463,2610.1912
NC,04-05-2020,4708.2095,1822.8243,124.415,497.4746,2681.9458
NC,05-05-2020,4702.2876,1808.4067,123.7471,502.9098,2745.8687
NC,06-05-2020,4693.499,1793.4426,123.0398,508.146,2801.8638
NC,07-05-2020,4682.8315,1778.4297,122.3218,513.127,2850.3406
PV,01-05-2020,12916.2148,6593.5854,549.53,1250.8529,13077.6162
PV,02-05-2020,12983.7939,6621.2627,552.3011,1257.5824,13561.2939
PV,03-05-2020,13050.4746,6645.3018,555.0065,1260.1318,14091.9883
PV,04-05-2020,13115.6123,6666.6572,557.616,1260.3361,14615.25
PV,05-05-2020,13178.7002,6685.9482,560.1274,1259.0336,15109.6572
PV,06-05-2020,13239.4629,6703.5728,562.5406,1256.8018,15563.7939
PV,07-05-2020,13297.7734,6719.7974,564.8569,1254.0121,15972.4648
RI,01-05-2020,3803.0186,1436.3761,85.6362,319.1423,2040.6796
RI,02-05-2020,3804.9666,1445.6202,86.1062,319.652,2055.0139
RI,03-05-2020,3799.7488,1454.0922,86.3823,319.3165,2058.343
RI,04-05-2020,3790.5117,1461.9233,86.5458,318.4222,2055.291
RI,05-05-2020,3779.1187,1469.2286,86.6341,317.1645,2048.0042
RI,06-05-2020,3766.6641,1476.0853,86.6712,315.6784,2037.8909
RI,07-05-2020,3753.8059,1482.549,86.6727,314.0586,2025.9115
